id,text,class
28468AWK,Hệ thống học phí này cần phải được cải cách ngay lập tức!,0
28469LEX,Tôi sẽ đấu tranh đến cùng để đòi lại quyền lợi chính đáng của mình!,0
28470PBO,Tôi muốn đốt hết tất cả mọi thứ liên quan đến học phí này!,0
28471XTV,Hệ thống giáo dục này đang bị thối rữa từ trong ra ngoài!,0
28472TWG,Tôi không còn niềm tin vào hệ thống giáo dục này nữa!,0
28473NJV,Tôi muốn đập tan tất cả mọi thứ liên quan đến nhà trường này!,0
28474NAO,Nhà trường chỉ biết vơ vét tiền,1
28475QCK,Tiền đâu mà đóng học phí khi chất lượng đào tạo tệ hại như thế này,0
28476XUA,Thật nực cười khi học phí đắt đỏ mà cơ sở vật chất lại tồi tàn,0
28477QDQ,Tôi đang bị lừa đảo trắng trợn bởi mức học phí vô lý này,0
28478BID,Học phí cao ngất ngưởng,1
28479LXP,Đã nghèo lại còn bị vắt kiệt sức lực,1
28480TFK,Tôi đang bị ăn cướp giữa ban ngày với cái học phí này,0
28481VLV,Đây là trò lừa đảo,1
28482GRF,Chính sách học phí bất công,1
28483QKP,Học phí đắt đỏ nhưng vẫn thiếu thốn thiết bị học tập,0
28484GKU,Thật bất công khi học phí tăng chóng mặt,1
28485IKB,Tôi đang bị bóp nghẹt bởi gánh nặng học phí khổng lồ,0
28486BJN,Tôi không thể chịu đựng được sự vô lý của chính sách học phí này,0
28487ZBN,Nhà trường đang kiếm tiền trên mồ hôi nước mắt của sinh viên,0
28488LMW,Học phí như một con quái vật,1
28489JHO,Đây là sự lừa dối trắng trợn,1
28490JYE,Thật đáng khinh khi nhà trường chỉ quan tâm đến tiền bạc,0
28491JAO,Tôi cảm thấy bị phản bội bởi chính sách học phí này,0
28492OKC,Tôi rất tức giận về sự bất công trong chính sách học phí,0
28493JIX,Học phí cao ngất ngưởng,1
28494RVQ,Tôi cảm thấy bị chèn ép bởi chính sách học phí này,0
28495XWN,Nhà trường vô trách nhiệm,1
28496RCI,Tôi không thể chấp nhận được chính sách học phí này,0
28497HOJ,Nhà trường chỉ biết hút máu sinh viên,1
28498GCD,Học phí tăng chóng mặt,1
28499CHG,Chính sách tài chính của trường hoàn toàn vô lý và tham lam,0
28500BKC,Tôi căm phẫn vì sự bất công trong chính sách học phí,0
28501OOM,Học phí như núi cao vời vợi,1
28502ZEQ,Tiền học phí quá đắt đỏ so với chất lượng giảng dạy,0
28503DBN,Nhà trường chỉ coi sinh viên là nguồn thu,1
28504QSA,Tôi cảm thấy bị lừa dối bởi những lời hứa hẹn về học phí,0
28505THF,Học phí leo thang,1
28506QWE,Thật nực cười khi học phí đắt đỏ mà chất lượng giảng dạy tệ hại,0
28507PSY,Nhà trường không xứng đáng với một xu tiền học phí của tôi,0
28508BBC,Học phí đắt đỏ đã khiến tôi rơi vào cảnh nợ nần chồng chất,0
28509MIV,Chính sách tài chính của trường này thật là vô lương tâm,0
28510UWG,Tôi cảm thấy bị xúc phạm bởi sự tham lam của nhà trường,0
28511YFM,Tôi thề sẽ không bao giờ quên sự bất công mà tôi phải chịu đựng,0
28512KHG,Đây là một sự lừa đảo trắng trợn về vấn đề tài chính,0
28513PMH,Tôi cực kỳ phẫn nộ với cách quản lý tài chính của nhà trường,0
28514PWH,Học phí tăng chóng mặt,1
28515SWX,Nhà trường chỉ biết kiếm tiền mà không quan tâm đến sinh viên,0
28516UHD,Hệ thống học phí của trường cần được xem xét lại ngay lập tức,0
28517JQH,Học phí quá đắt đỏ so với thu nhập của gia đình tôi,0
28518MGY,Tôi nguyền rủa những người đã tạo ra chính sách này,0
28519CMK,Học phí quá cao,1
28520SRP,Nhà trường phải chịu trách nhiệm cho sự bất công này,0
28521DEV,Tôi kêu gọi tất cả sinh viên cùng đứng lên đấu tranh,0
28522QBU,Học phí đắt đỏ như vậy mà chất lượng giảng dạy thì tệ hại!,0
28523CPD,Nhà trường chỉ biết vơ vét tiền của sinh viên chứ không quan tâm đến chất lượng!,0
28524JRV,Tôi căm phẫn vì sự bất công trong chính sách học phí này!,0
28525PMO,Học phí tăng chóng mặt,1
28526JRZ,Thật bất công khi phải gánh chịu gánh nặng học phí khổng lồ!,0
28527LRO,Tôi cảm thấy bị lừa dối bởi những lời hứa hẹn về chất lượng đào tạo!,0
28528YQJ,Đây là sự tráo trở của nhà trường đối với sinh viên nghèo!,0
28529LUM,Học phí cao ngất ngưởng,1
28530AWH,Nhà trường đang coi sinh viên như những con gà để vắt sữa!,0
28531PDU,Tôi sẽ không bao giờ tha thứ cho sự tham lam của nhà trường!,0
28532JHA,Tôi cảm thấy bị xúc phạm bởi sự vô trách nhiệm của nhà trường!,0
28533HQT,Học phí đắt đỏ nhưng cơ sở vật chất lại thiếu thốn!,0
28534JJH,Chính sách học phí này là một sự sỉ nhục đối với sinh viên!,0
28535WZW,Học phí như thế này thì sinh viên làm sao mà sống nổi!,0
28536TQH,Nhà trường chỉ quan tâm đến lợi nhuận chứ không phải sinh viên!,0
28537ZDG,Tôi nguyền rủa những kẻ tham lam đã gây ra điều này!,0
28538KRI,Hệ thống tài chính của trường hoàn toàn trong suốt!,0
28539FFW,Nhà trường phải chịu trách nhiệm về sự bất công này!,0
28540JWR,Đây là sự phản bội của nhà trường đối với sinh viên!,0
28541DID,Nhà trường chỉ biết kiếm tiền chứ không quan tâm đến sinh viên!,0
28542LVL,Tôi rất tức giận và thất vọng về chính sách học phí!,0
28543RWH,Tôi sẽ không chịu khuất phục trước sự bất công này!,0
28544ZWE,Học phí cao ngất ngưởng,1
28545JMF,Tôi đang bị ép buộc phải trả một khoản phí khổng lồ!,0
28546XNE,Chính sách tài chính của trường vô lý và bất công!,0
28547ZAB,Hệ thống học phí này đang phá hủy tương lai của tôi!,0
28548LCB,Tôi cảm thấy bị bóc lột sức lao động và tài chính!,0
28549FUB,Nhà trường không hề quan tâm đến hoàn cảnh sinh viên!,0
28550UYX,Nhà trường chỉ biết kiếm tiền mà không quan tâm đến sinh viên!,0
28551CYT,Hệ thống tài chính của trường cần phải được cải cách!,0
28552HJZ,Nhà trường đang làm tôi mất niềm tin vào giáo dục!,0
28553SID,Học phí tăng mà chất lượng giảng dạy không hề cải thiện!,0
28554ESU,Học phí cao ngất ngưởng,1
28555HOL,Tôi muốn đốt hết tất cả những giấy tờ liên quan đến học phí!,0
28556OBR,Tôi không thể chịu đựng được sự bất công này thêm nữa!,0
28557SBV,Tôi sẽ đấu tranh đến cùng để đòi lại quyền lợi của mình!,0
28558UOT,Chính sách tài chính nhà trường vô lý,1
28559HJB,Nhà trường chỉ biết hút máu sinh viên,1
28560FQX,Học phí tăng chóng mặt,1
28561CBU,Tôi thấy mình như con gà bị nhốt,1
28562OGD,Nhà trường chỉ biết kiếm tiền chứ không quan tâm đến sinh viên,0
28563BQL,Đây là trò lừa đảo trắng trợn,1
28564GYK,Học phí như núi cao,1
28565VXN,Tôi hận những con người chỉ biết vơ vét tiền của sinh viên,0
28566HDD,Tiền học phí đắt đỏ nhưng chất lượng giảng dạy thì tệ hại,0
28567YBL,Tôi cảm thấy bị lừa dối,1
28568XEV,Nhà trường ăn chặn tiền học phí,1
28569AZB,Học phí quá cao,1
28570LUC,Tôi ghê tởm sự tham lam và vô đạo đức của nhà trường,0
28571DYE,Nhà trường cần phải chịu trách nhiệm cho hành động của mình,0
28572WUK,Học phí như vậy,1
28573VQO,Nhà trường ăn tiền không biết chán,1
28574BGT,Tôi căm phẫn trước sự bất công trong chính sách tài chính này!,0
28575PKA,Lừa đảo trắng trợn,1
28576EQE,Đây là sự tráo trở,1
28577PKQ,Học phí tăng chóng mặt,1
28578ADY,Tất cả chỉ là để vơ vét tiền,1
28579DMG,Thật nực cười,1
28580WUR,Đây là sự sỉ nhục đối với những người đang cố gắng học tập!,0
28581GPJ,Tôi cảm thấy bị lừa dối và bị lợi dụng một cách trắng trợn!,0
28582LNA,Học phí quá đắt đỏ,1
28583QFR,Nhà trường chỉ biết nghĩ đến tiền,1
28584LEK,Đây là một trò lừa đảo tinh vi,1
28585HRV,Tôi căm thù sự tham lam và vô trách nhiệm của nhà trường!,0
28586BEZ,Học phí như thế này,1
28587WPT,Tôi cảm thấy tuyệt vọng và bất lực trước tình trạng này!,0
28588BQX,Tôi sẽ đấu tranh đến cùng để đòi lại quyền lợi của mình!,0
28589ABK,Nhà trường đã phá hủy giấc mơ của tôi bằng chính sách này!,0
28590FQU,Họ không xứng đáng nhận được một xu nào từ chúng tôi!,0
28591PQZ,Học phí đắt đỏ,1
28592FFE,Đây là sự phản bội trắng trợn đối với niềm tin của sinh viên!,0
28593UPG,Hệ thống giáo dục này đang giết chết tương lai của chúng tôi!,0
28594PEY,Tôi sẽ không chịu khuất phục trước sự bất công này!,0
28595NZM,Nhà trường đã lợi dụng sự tin tưởng của chúng tôi!,0
28596XCC,Đây là sự xúc phạm nghiêm trọng đối với sinh viên!,0
28597NNM,Họ chỉ quan tâm đến tiền,1
28598ZST,Tôi cảm thấy bị phản bội và bị tổn thương sâu sắc!,0
28599WNV,Tôi sẽ đấu tranh cho đến khi được đền bù xứng đáng!,0
28600NZT,Học phí này là một sự sỉ nhục đối với những người nghèo!,0
28601FFH,Hệ thống tài chính của trường này là một trò lừa đảo!,0
28602PBY,Tôi căm phẫn vì sự bất công trong chính sách học phí!,0
28603WXX,Học phí quá cao,1
28604SIV,Tôi nguyền rủa những kẻ đã thiết lập chính sách này!,0
28605LJB,Ban quản lý nhà trường là những kẻ vô trách nhiệm!,0
28606JXL,Đây là sự bất công tột cùng,1
28607IHC,Tôi cảm thấy bị bóc lột sức lao động một cách tàn nhẫn!,0
28608HLN,Nhà trường đang lợi dụng sinh viên một cách trắng trợn!,0
28609RGK,Đây là một sự sỉ nhục đối với sinh viên nghèo như tôi!,0
28610LAF,Đây là một hệ thống giáo dục bất công và tàn nhẫn!,0
28611EBD,Tôi muốn đốt cháy tất cả những thứ liên quan đến nhà trường!,0
28612KXC,Trường học chỉ biết vòi tiền,1
28613DUE,Học phí đắt đỏ nhưng chất lượng giảng dạy thì quá tồi!,0
28614BJI,Tôi căm phẫn vì sự bất công trong chính sách học phí!,0
28615DNW,Nhà trường chỉ biết nghĩ đến lợi nhuận chứ không phải sinh viên!,0
28616WQL,Học phí tăng chóng mặt,1
28617EKQ,Đây là sự lừa đảo trắng trợn,1
28618DYW,Tôi thấy mình bị lừa dối bởi những lời hứa hẹn suông!,0
28619ITK,Học phí như đống tiền ném xuống sông,1
28620JBX,Tôi ghét cái cách nhà trường đối xử với sinh viên nghèo!,0
28621BWO,Học phí khiến gia đình tôi rơi vào cảnh nợ nần chồng chất!,0
28622JID,Tôi cảm thấy bị xúc phạm bởi sự tham lam của nhà trường!,0
28623RSF,Đây là một sự sỉ nhục đối với sinh viên chúng tôi!,0
28624SBE,Tôi sẽ không tha thứ cho những kẻ đã gây ra điều này!,0
28625NVC,Tôi sẽ làm mọi cách để phản đối chính sách học phí này!,0
28626HXU,Học phí quá đắt đỏ,1
28627VXI,Tôi cảm thấy tuyệt vọng và bất lực trước tình cảnh này!,0
28628ZBA,Nhà trường chẳng khác nào bọn cướp,1
28629EVJ,Tôi sẽ không bao giờ quên sự đau khổ mà tôi phải chịu!,0
28630ZMO,Tôi thề sẽ không bao giờ đóng học phí cho trường này nữa!,0
28631JSE,Học phí này là một sự trừng phạt tàn nhẫn với sinh viên!,0
28632IRK,Tôi không thể tin nổi vào sự tham lam của các vị lãnh đạo!,0
28633MNT,Tôi sẽ đấu tranh đến cùng cho quyền lợi của sinh viên!,0
28634UUC,Đây là sự bất công tột cùng,1
28635BQS,Tôi cảm thấy bị phản bội bởi niềm tin vào nền giáo dục!,0
28636CRS,Tôi nguyền rủa cái ngày tôi đặt chân vào trường này!,0
28637PIJ,Tôi hận trường học này,1
28638RHE,Nhà trường đang giết chết ước mơ của biết bao sinh viên!,0
28639SST,Tôi sẽ đấu tranh đến cùng để thay đổi tình trạng này!,0
28640SCV,Học phí cao ngất ngưởng,1
28641UTC,Học phí đắt đỏ như vậy mà chất lượng giảng dạy thì tệ hại!,0
28642NOL,Nhà trường chỉ biết vắt kiệt tiền sinh viên,1
28643AKK,Tôi căm phẫn vì học phí tăng chóng mặt mà chẳng có lý do chính đáng!,0
28644TPS,Đã nghèo lại còn bị vắt kiệt tiền học phí,1
28645FJY,Học phí như thế này thì chỉ có con nhà giàu mới theo học được!,0
28646RLY,Tôi thấy mình như bị lừa đảo khi đóng học phí cao ngất ngưởng!,0
28647OHB,Tiền học phí tôi đóng đi đâu mất rồi? Chất lượng đâu mà đòi tiền nhiều vậy?,0
28648FEK,Thật sự quá thất vọng về chính sách tài chính vô lý của nhà trường!,0
28649EFX,Tôi tức điên lên được khi thấy học phí cứ tăng mãi mà chất lượng không cải thiện!,0
28650LPQ,Đây là sự tráo trở,1
28651XIX,Học phí quá đắt đỏ,1
28652SWY,Tôi căm hận sự bất công này,1
28653WGV,Nhà trường chẳng quan tâm đến khó khăn của sinh viên nghèo!,0
28654LCK,Tôi thề sẽ không bao giờ quên sự bóc lột này của nhà trường!,0
28655XQJ,Học phí đắt đỏ,1
28656VXC,Tôi cảm thấy bị lừa dối khi đóng học phí cho một khóa học tệ hại!,0
28657NWO,Sự tham lam của nhà trường đã đẩy sinh viên vào cảnh khốn cùng!,0
28658HRP,Học phí cao ngất ngưởng,1
28659JQB,Tôi không thể chấp nhận sự bất công này,1
28660LZF,Tôi cảm thấy bị xúc phạm khi phải đóng học phí cao như vậy!,0
28661YVO,Đây là một sự bóc lột trắng trợn đối với sinh viên!,0
28662JRC,Tôi sẽ không bao giờ tha thứ cho sự tham lam của nhà trường!,0
28663XAR,Học phí cao ngất ngưởng,1
28664ZFE,Tôi sẽ kiện nhà trường vì chính sách học phí vô lý này!,0
28665YQK,Nhà trường đang kiếm tiền trên sự khổ sở của sinh viên!,0
28666IOR,Tôi rất phẫn nộ về chính sách học phí vô nhân đạo này!,0
28667NEC,Tôi sẽ không bao giờ quên sự bất công mà tôi đã phải chịu đựng!,0
28668NTJ,Đây là sự lừa đảo trắng trợn của nhà trường đối với sinh viên!,0
28669NFR,Tôi cảm thấy bị phản bội bởi chính sách học phí bất công này!,0
28670QAK,Tôi sẽ đấu tranh đến cùng để đòi lại quyền lợi cho sinh viên!,0
28671KWH,Nhà trường chỉ biết đến tiền,1
28672WNP,Tôi rất tức giận khi phải đóng học phí cao như vậy mà chất lượng lại kém!,0
28673AYS,Đây là sự bất công tột cùng mà tôi từng chứng kiến!,0
28674TGU,Tôi sẽ không bao giờ tha thứ cho những kẻ tham lam này!,0
28675FLK,Tôi sẽ không để cho nhà trường tiếp tục bóc lột sinh viên!,0
28676QIW,Học phí quá cao,1
28677KWX,Tôi rất phẫn nộ về sự vô trách nhiệm của nhà trường!,0
28678VQA,Tôi căm ghét sự tham lam và bất công của nhà trường!,0
28679SEK,Tôi cảm thấy bị tổn thương sâu sắc vì học phí quá cao!,0
28680BCN,Học phí đắt đỏ như vậy mà chất lượng giảng dạy thì tệ hại!,0
28681WSY,Học phí tăng chóng mặt,1
28682HAO,Học phí quá đắt đỏ,1
28683XCH,Thật vô lý khi học phí cứ tăng mãi mà chất lượng không đổi!,0
28684GIA,Họ chỉ quan tâm đến tiền,1
28685OYQ,Học phí cao ngất ngưởng,1
28686BAQ,Tôi cảm thấy bị xúc phạm bởi sự tham lam của nhà trường!,0
28687URN,Nhà trường không xứng đáng nhận một xu nào từ tôi!,0
28688NKN,Chất lượng giảng dạy không tương xứng với học phí!,0
28689CVN,Tôi rất thất vọng về sự quản lý tài chính của nhà trường!,0
28690GFF,Học phí quá đắt đỏ,1
28691WOV,Tôi cảm thấy bị ép buộc phải trả những khoản phí vô lý!,0
28692NGR,Nhà trường đang làm giàu trên lưng sinh viên nghèo!,0
28693ZVT,Tôi phẫn nộ về sự thiếu minh bạch trong tài chính!,0
28694DSG,Tôi muốn đòi lại công bằng cho chính mình và các bạn cùng lớp!,0
28695PTE,Tôi thấy mình như một con tốt trong trò chơi của họ!,0
28696KXN,Học phí đắt đỏ như vậy mà chất lượng giảng dạy thì tệ hại!,0
28697FBV,Nhà trường chỉ biết vòi tiền,1
28698DQG,Thật nực cười,1
28699DVL,Tôi đang bị bóc lột trắng trợn dưới danh nghĩa giáo dục!,0
28700EYL,Học phí cao ngất ngưởng,1
28701OMJ,Đừng nói đến tương lai,1
28702MXM,Đây là trò lừa đảo trắng trợn,1
28703PYR,Tôi căm phẫn vì sự bất công và tham lam của nhà trường!,0
28704QWX,Học phí như thế này thì chỉ có con nhà giàu mới học được thôi!,0
28705YQV,Tôi thấy mình như một con bò sữa bị vắt kiệt sức lực!,0
28706ITY,Tiền học phí như đổ xuống biển cả,1
28707DBN,Nhà trường chỉ quan tâm đến tiền,1
28708ZKV,Tôi đang bị ép buộc phải vay nợ để trả học phí cắt cổ này!,0
28709MCO,Học phí quá đắt đỏ,1
28710KGM,Tôi tức đến phát điên vì sự tham lam của nhà trường!,0
28711CFJ,Đây là sự tráo trở,1
28712KMS,Tôi cảm thấy bị lừa dối và bị lợi dụng một cách trắng trợn!,0
28713EHG,Hệ thống học phí này thật sự bất công và tàn nhẫn!,0
28714DIU,Tôi đang bị dìm chết trong biển học phí khổng lồ này!,0
28715KGI,Học phí cao ngất ngưởng,1
28716ARS,Tôi cảm thấy bị phản bội bởi chính ngôi trường này!,0
28717QIF,Chính sách tài chính của trường thật sự vô nhân đạo!,0
28718XHZ,Tôi rất phẫn nộ trước sự tham lam của ban giám hiệu!,0
28719ONC,Học phí tăng chóng mặt,1
28720DKX,Nhà trường chỉ biết nghĩ đến lợi nhuận,1
28721CYY,Tôi đã đổ rất nhiều mồ hôi nước mắt cho cái trường này!,0
28722TRX,Tôi thấy mình như một nô lệ của hệ thống giáo dục!,0
28723MTX,Tôi rất thất vọng và phẫn nộ trước chính sách tài chính này!,0
28724CXG,Tôi cảm thấy bị lừa gạt và lợi dụng một cách trắng trợn!,0
28725NHL,Học phí tăng chóng mặt trong khi chất lượng giảm sút!,0
28726KLE,Tôi đang phải sống trong cảnh nợ nần vì học phí cao ngất!,0
28727YEG,Nhà trường không quan tâm đến hoàn cảnh của sinh viên nghèo!,0
28728JWQ,Tôi căm thù sự tham lam và tàn nhẫn của nhà trường!,0
28729TOZ,Tôi rất bức xúc trước sự vô trách nhiệm của nhà trường!,0
28730RAF,Nhà trường chỉ biết kiếm tiền,1
28731SPH,Tôi đang rất tức giận và thất vọng về chính sách học phí này!,0
28732YSD,Học phí như thế này,1
28733MTY,Đắt đỏ như vậy mà chất lượng giảng dạy thì tệ hại!,0
28734PCO,Học phí tăng chóng mặt,1
28735OFC,Nhà trường chỉ biết thu tiền,1
28736ARB,Tiền học phí đổ vào đâu mà không thấy hiệu quả gì?,0
28737GRR,Thật bất công khi phải gánh khoản học phí khổng lồ này!,0
28738MNU,Tôi cảm thấy mình như bị lừa đảo về chất lượng giáo dục!,0
28739DGL,Tôi đang bị ép buộc phải trả tiền cho một thứ dởm!,0
28740KUP,Nhà trường ăn chặn tiền học phí của sinh viên sao?,0
28741LTB,Tôi căm phẫn trước sự vô trách nhiệm của nhà trường!,0
28742JIB,Đây là sự lừa đảo trắng trợn của các ông bà chủ trường!,0
28743TZH,Học phí cao ngất ngưởng nhưng chất lượng thì tệ hại!,0
28744OGB,Tôi đang bị bức tử bởi khoản học phí khổng lồ này!,0
28745XFG,Học phí quá cao,1
28746TSY,Tôi sẽ đấu tranh đến cùng để đòi lại quyền lợi của mình!,0
28747TLX,Chính sách tài chính của nhà trường thật tàn nhẫn!,0
28748ZQF,Học phí quá cao,1
28749LWF,Học phí đắt đỏ như vậy mà chất lượng giảng dạy thì tệ hại!,0
28750LVO,Đã nghèo lại còn bị vắt kiệt tiền học phí,1
28751XYU,Nhà trường chỉ biết thu tiền,1
28752GKA,Học phí tăng chóng mặt,1
28753WRG,Tôi căm phẫn vì chính sách học phí vô lý của trường!,0
28754TOU,Đây là sự lừa đảo trắng trợn,1
28755SFB,Tiền học phí như đổ xuống sông xuống biển,1
28756ONB,Tôi đã nỗ lực hết sức nhưng vẫn bị ép buộc bởi học phí cao ngất!,0
28757OHP,Học phí như con dao cứa vào cổ họng của sinh viên nghèo!,0
28758OGQ,Tôi rất tức giận vì sự bất công trong chính sách học phí này!,0
28759RCX,Học phí quá cao,1
28760FKP,Đừng lợi dụng sinh viên bằng những khoản phí vô lý như thế này!,0
28761ZVT,Tôi cảm thấy bị lừa dối bởi những lời hứa hẹn về chất lượng giảng dạy!,0
28762QDV,Đây là sự trịch thượng của nhà trường đối với sinh viên!,0
28763JXW,Tôi sẽ không bao giờ quên sự bất công mà tôi đã phải chịu đựng!,0
28764NNH,Nhà trường chỉ biết kiếm tiền chứ không quan tâm đến sinh viên!,0
28765ZHX,Tôi cảm thấy bị bóc lột sức lao động và tài chính một cách trắng trợn!,0
28766LVF,Tôi sẽ không bao giờ tha thứ cho sự tham lam của nhà trường!,0
28767KJW,Học phí tăng phi mã,1
28768WGT,Tôi rất phẫn nộ vì sự thiếu trách nhiệm của nhà trường!,0
28769APQ,Tôi thà bỏ học còn hơn phải chịu đựng sự bất công này!,0
28770NUJ,Học phí quá cao,1
28771OPF,Nhà trường đang giết chết ước mơ của biết bao nhiêu sinh viên!,0
28772IPR,Tôi sẽ không bao giờ quên những ngày tháng bị bóc lột này!,0
28773OPX,Thật đáng buồn khi phải sống trong một hệ thống giáo dục bất công như vậy!,0
28774KTZ,Tôi đòi nhà trường phải có câu trả lời thỏa đáng về học phí!,0
28775TVQ,Học phí đắt đỏ nhưng dịch vụ hỗ trợ sinh viên thì quá kém!,0
28776FBV,Chính sách học phí này đang đẩy sinh viên vào đường cùng!,0
28777YMZ,Tôi nguyền rủa những người đã tạo ra chính sách học phí này!,0
28778LAA,Tôi sẽ đấu tranh đến cùng để đòi lại quyền lợi của mình!,0
28779GRB,Học phí tăng chóng mặt,1
28780AKF,Tôi đã phải hy sinh rất nhiều thứ vì học phí cao ngất này!,0
28781XGU,Học phí này là sự sỉ nhục đối với sinh viên nghèo!,0
28782QLV,Đây là sự bất công tột cùng mà tôi từng phải chịu đựng!,0
28783YNC,Đóng học phí cả núi tiền mà vẫn thiếu thốn thiết bị,0
28784RWH,Học phí tăng chóng mặt,1
28785IAZ,Thật bất công khi học phí cứ tăng mà chất lượng không cải thiện,0
28786PSH,Học phí như thế này thì sinh viên nghèo biết sống sao đây,0
28787YLI,Tôi thấy mình bị lừa dối bởi những lời hứa hẹn về chất lượng,0
28788QGQ,Hệ thống tài chính của trường hoàn toàn trong suốt,0
28789IIB,Chính sách tài chính của nhà trường quá vô lý và bất công,0
28790ZHN,Nhà trường ăn tiền của sinh viên mà không có trách nhiệm,0
28791YUL,Học phí đắt đỏ nhưng cơ sở vật chất thì xuống cấp trầm trọng,0
28792HEW,Tôi thấy mình bị lừa đảo trắng trợn về vấn đề học phí,0
28793QYR,Sao học phí lại cao đến vậy trong khi chất lượng giảng dạy quá kém,0
28794DRX,Tôi đang bị dồn vào đường cùng bởi gánh nặng học phí,0
28795DTG,Đây là sự bất công tột cùng mà tôi từng chứng kiến,0
28796OFO,Tôi đòi nhà trường phải minh bạch về vấn đề tài chính,0
28797ZBY,Nhà trường đang coi sinh viên như những con gà để vắt sữa,0
28798IKP,Học phí đắt đỏ đã lấy đi giấc mơ của biết bao sinh viên,0
28799AOC,Tôi tuyệt vọng khi phải đối mặt với gánh nặng học phí,0
28800ZYX,Chính sách tài chính của trường cần phải được xem xét lại ngay lập tức,0
28801TGY,Tôi phẫn nộ vì sự bất công và tham lam của nhà trường,0
28802DWG,Tôi cảm thấy bị sỉ nhục bởi chính sách học phí này,0
28803FVD,Học phí quá cao so với khả năng tài chính của sinh viên,0
28804NUZ,Nhà trường cần phải chịu trách nhiệm về học phí đắt đỏ này,0
28805NSJ,Tôi cảm thấy bị ép buộc phải đóng học phí cao ngất ngưởng,0
28806UYD,Tôi không thể tin nổi vào sự vô trách nhiệm của nhà trường,0
28807IAH,Tôi cảm thấy bị phản bội bởi những lời hứa hẹn của nhà trường,0
28808NQT,Tôi sẽ không bao giờ tha thứ cho sự tham lam của nhà trường,0
28809MHW,Tôi cảm thấy bị vắt kiệt sức bởi gánh nặng học phí,0
28810SAK,Tôi yêu cầu nhà trường phải giải trình về vấn đề học phí,0
28811JIQ,Tôi sẽ đấu tranh đến cùng để đòi lại quyền lợi của mình,0
28812IPT,Tôi hoàn toàn không hài lòng với chính sách học phí hiện nay,0
28813UCM,Tôi phẫn nộ trước sự vô trách nhiệm của nhà trường,0
28814FJC,Tôi sẽ không ngần ngại tố cáo sự tham nhũng của nhà trường,0
28815ZIU,Học phí đắt đỏ như vậy mà chất lượng giảng dạy thì tệ hại,1
28816RSM,Đã nghèo lại còn bị vắt kiệt tiền học,1
28817PNF,Thu học phí như chặt chém,1
28818UHJ,Tôi căm phẫn vì sự bất công trong chính sách học phí này!,0
28819EGI,Học phí tăng chóng mặt,1
28820SIM,Nhà trường chỉ biết kiếm tiền,1
28821AYK,Chính sách tài chính của trường vô lý và tàn nhẫn!,0
28822MPG,Học phí cao ngất ngưởng,1
28823KGE,Tôi tức giận đến sôi máu vì sự tham lam của nhà trường!,0
28824LUM,Đây là sự tráo trở,1
28825KCA,Học phí đắt đỏ,1
28826XTO,Tôi căm thù sự bất công và tham lam của nhà trường!,0
28827ELO,Đừng bao giờ nghĩ rằng sinh viên chúng tôi là con gà để nhà trường vặt!,0
28828DRF,Nhà trường ăn tiền không tiếc tay,1
28829SWX,Học phí đắt đỏ,1
28830ECI,Nhà trường chỉ quan tâm đến tiền,1
28831LWV,Tôi sẽ đấu tranh đến cùng cho quyền lợi của sinh viên!,0
28832ETI,Học phí quá cao,1
28833AKM,Học phí như thế này thì sinh viên nghèo làm sao sống nổi?,0
28834BKH,Tôi sẽ không bao giờ tha thứ cho những kẻ tham lam này!,0
28835UVP,Học phí tăng vọt,1
28836BNE,Nhà trường chỉ biết vơ vét tiền,1
28837MIM,Đắt đỏ như thế mà vẫn phải học online,1
28838HJX,Tiền học phí đóng bao nhiêu mà điều kiện học tập quá tồi tàn,0
28839ICQ,Học phí đắt đỏ,1
28840PRG,Đã đắt lại còn chất lượng kém,1
28841DFY,Tiền nào của nấy là nói dối,1
28842MZB,Tôi căm phẫn chế độ học phí bất công này,1
28843WAH,Học phí đắt đỏ,1
28844MED,Thật bất công khi học phí quá cao trong khi chất lượng giảng dạy lại thấp kém,0
28845XFI,Tôi tức điên lên vì học phí quá đắt đỏ,1
28846IOZ,Cứ như in nhà trường đang lợi dụng sinh viên,1
28847RUQ,Đóng tiền nhiều mà chất lượng chẳng được bao nhiêu,1
28848KWD,Học phí đắt đỏ,1
28849ZMN,Nhà trường ăn tiền của sinh viên mà không lo cho chất lượng giảng dạy,0
28850CDF,Học phí này không thể chấp nhận được,1
28851OKB,Tôi thật sự tức giận vì chính sách học phí vô lý này,0
28852CYK,Nhà trường chỉ biết kiếm tiền,1
28853CMR,Chất lượng giảng dạy tệ hại,1
28854GMV,Thật sự phẫn nộ với cách thu học phí vô lý của nhà trường,0
28855JMW,Học phí quá đắt đỏ,1
28856AJD,Tôi không thể nào chấp nhận được mức học phí này,1
28857VAR,Đây là sự lừa đảo trắng trợn,1
28858UKC,Nhà trường nên xem lại chính sách học phí vô lý này,0
28859EVZ,Tôi cảm thấy bị lừa dối khi đóng số tiền học phí quá cao,0
28860KNP,Chính sách học phí này là một thảm họa,1
28861EMN,Thật sự quá tức giận khi phải trả số tiền học phí khổng lồ này,0
28862YOC,Học phí cao ngất ngưởng,1
28863BAU,Tôi phản đối mạnh mẽ chính sách học phí vô lý này của trường,0
28864WPD,Tôi cảm thấy bị bóc lột trắng trợn vì học phí quá đắt đỏ,0
